Name,Min_OS,Recom_OS,Min_Direct_X,Min_HDD_Space,Recom_CPU_Max_Temp,Recom_HDD_Space,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Recom_CPU_Max_Temp,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth
The Shattering,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,8 GB,36.5,8 GB,32.0,3.0,3.4,27.0,36.5,2048.0,1375.0,11.2,23.5,51.0,132.8
Need For Speed: Most Wanted 2 Ultimate Speed,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,2 GB,35.0,2 GB,65.0,2.0,2.165,65.0,35.0,256.0,750.0,10.05,3.5,7.5,24.0
Face Noir,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,32.5,2 GB,155.0,1.0,2.7,38.5,32.5,320.0,550.0,9.5,1.0,2.5,6.8
Terje Haakonsens Powder VR,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,10 GB,36.5,10 GB,27.0,6.0,3.3,18.0,36.5,7168.0,2001.0,12.05,61.5,159.5,224.1
Crusader Kings II: Sunset Invasion,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.0,1 GB,110.0,1.0,2.3665000000000003,65.0,66.0,384.0,950.0,9.5,5.0,8.0,60.8
SLUDGE LIFE,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,2 GB,65.5,2 GB,65.0,2.0,3.25,38.5,65.5,128.0,200.0,9.55,1.0,1.0,6.4
Book of Yog Idle RPG,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,0MB,36.5,1 GB,38.5,3.0,3.15,32.0,36.5,768.0,899.0,11.05,3.0,6.0,21.6
Tony Hawks Pro Skater 1 and 2,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,5 GB,36.5,5 GB,38.5,3.0,3.75,27.0,36.5,3072.0,1751.0,12.05,33.5,70.0,112.05
Pro Cycling Manager 2016,Windows Vista 32-bit,Windows 7 64-bit,DirectX 9,11 GB,67.0,11 GB,65.0,2.0,3.05,55.0,67.0,256.0,850.0,10.0,4.0,8.5,27.2
Metal Unit,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,0MB,36.5,0MB,32.0,5.0,3.15,32.0,36.5,768.0,1026.0,11.0,12.0,25.0,65.65
Strike Suit Infinity,Windows XP 64-bit,Windows 7 64-bit,DirectX 11,2.5 GB,71.0,2.5 GB,65.0,2.0,2.5,55.0,71.0,768.0,1000.0,10.05,9.0,35.5,64.0
System Shock 3,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,20 GB,38.5,3.0,3.95,27.0,36.5,1536.0,1425.0,11.15,15.5,53.5,91.2
Milanoir,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,1 GB,70.5,1 GB,48.5,3.0,2.35,65.0,70.5,384.0,400.0,10.05,2.0,4.5,9.6
Cities XL,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,8 GB,67.0,8 GB,130.0,1.0,3.05,65.0,67.0,384.0,450.0,9.0,0.0,0.0,14.4
Cyber Emoji Tale 2099,Windows XP 32-bit,Windows 10 64-bit,DirectX 11,0MB,30.5,0MB,55.0,2.0,2.8,55.0,30.5,768.0,899.0,11.05,3.0,6.0,21.6
Fragmented,Windows Vista 64-bit,0,DirectX 10,10 GB,36.5,10 GB,65.0,2.0,3.65,32.0,36.5,1024.0,950.0,11.5,22.5,45.0,121.6
Starlight Inception,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,6 GB,36.0,6 GB,65.0,2.0,2.165,77.5,36.0,768.0,1063.5,10.55,19.0,28.5,100.1
StarDrone VR,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,0MB,36.5,0MB,23.0,3.0,3.4,27.0,36.5,1024.0,1751.5,12.05,28.5,71.0,56.1
Borderlands,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,8 GB,66.0,8 GB,130.0,1.0,2.55,65.0,66.0,256.0,525.0,9.5,1.5,3.0,16.799999999999997
Ragnarock,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,2 GB,0.0,2 GB,23.0,4.0,3.6,14.0,0.0,7168.0,2001.0,12.05,62.5,165.0,224.1
Fable 4,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,50 GB,0.0,50 GB,32.0,6.0,3.6,14.0,0.0,2048.0,1564.0,12.05,34.5,92.0,144.1
Homeworld: Deserts of Kharak,Windows 7 32-bit,Windows 7 64-bit,DirectX 10,8 GB,34.0,12 GB,32.0,3.0,3.43,38.5,34.0,1280.0,937.5,10.55,14.0,24.0,84.0
Dream Cycle,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,25 GB,0.0,25 GB,14.0,4.0,3.4000000000000004,10.5,0.0,4096.0,1751.0,12.05,42.5,113.0,168.05
Rainy Day,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Saints Row 3 Remastered,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,46 GB,36.5,46 GB,27.0,5.0,3.5,27.0,36.5,3072.0,1626.0,11.55,32.5,121.0,184.1
The Jackbox Party Pack 5,Windows XP 32-bit,Windows 10 64-bit,DirectX 9,3 GB,70.5,3 GB,48.5,2.0,2.365,45.0,70.5,384.0,500.0,10.0,2.0,5.0,10.0
Pit People,Windows Vista 64-bit,Windows 7 64-bit,DirectX 9,1 GB,32.5,1 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Element TD 2 - Multiplayer Tower Defense,Windows 8 64-bit,Windows 10 64-bit,DirectX 9,9 GB,32.5,9 GB,65.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Tormented Souls,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,4 GB,36.5,4 GB,32.0,6.0,3.4000000000000004,18.0,36.5,1024.0,1037.5,11.0,17.5,31.5,116.4
Island Saga,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,6 GB,70.0,6 GB,55.0,2.0,2.85,38.5,70.0,768.0,650.0,10.6,5.5,16.0,13.6
Super Splatters,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,180.0,1.0,2.1,77.5,66.5,256.0,800.0,10.5,4.5,7.0,25.6
School of Dragons:How to train your dragon,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Boomerang Fu,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,0MB,34.5,0MB,30.0,3.0,3.5,32.0,34.5,1024.0,1200.0,11.05,14.0,46.5,110.4
Lucius 3,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,25 GB,36.5,25 GB,23.0,4.0,3.5,18.0,36.5,2048.0,1451.0,11.15,27.5,78.5,161.7
